trace,label,cause,evelabel
"receive sms notification from airline , check if passenger has frequent flyer credentials , commence check in using frequent flyer program credentials , enter details required by interface requirements may vary , check trip itinerary , select passenger for check in",normal,,[0 0 0 0 0 0]
"receive sms notification from airline , check if passenger has frequent flyer credentials , commence check in using frequent flyer program credentials , enter details required by interface requirements may vary , check trip itinerary , select passenger for check in , enter specific data for customs and immigration purposes",normal,,[0 0 0 0 0 0 0]
"receive sms notification from airline , check if passenger has frequent flyer credentials , commence check in using link only , enter details required by interface requirements may vary , check trip itinerary , select passenger for check in , enter specific data for customs and immigration purposes",normal,,[0 0 0 0 0 0 0]
"receive airline email notification to check in , check if passenger has frequent flyer credentials , commence check in using link only , enter details required by interface requirements may vary , check trip itinerary , select passenger for check in , enter specific data for customs and immigration purposes",normal,,[0 0 0 0 0 0 0]
"identify parts , elicit information from customer , check availability , record customer detail , Order and receive part from Disuki , contract customer , parts collected , payment",normal,,[0 0 0 0 0 0 0 0]
"identify parts , check availability , record customer detail , Order and receive part from Disuki , contract customer , parts collected , payment",normal,,[0 0 0 0 0 0 0]
"identify parts , check availability , supplied to customer , parts collected , payment",normal,,[0 0 0 0 0]
"identify parts , elicit information from customer , check availability , supplied to customer , parts collected , payment",normal,,[0 0 0 0 0 0]
"glossary ddfaabfdcb ebff receive purchase order , create invoice , send invoice to customer , receive payment , call debtor to confirm payment , receive payment , accounts for funds received",normal,,[0 0 0 0 0 0 0]
"glossary ddfaabfdcb ebff receive purchase order , create invoice , send invoice to customer , receive payment , accounts for funds received",normal,,[0 0 0 0 0]
"check invoice payment date , add red urgency stamp to invoice",normal,,[0 0]
"record travel times , record hours worked , detail service provided , provide additional notes , record job finish",normal,,[0 0 0 0 0]
"record travel times , record materials used , record hours worked , detail service provided , record job finish",normal,,[0 0 0 0 0]
"record travel times , record materials used , record hours worked , detail service provided , provide additional notes , record job finish",normal,,[0 0 0 0 0 0]
"record travel times , record hours worked , detail service provided , provide additional notes , record voice memo against job id , record job finish",normal,,[0 0 0 0 0 0]
"record travel times , record hours worked , detail service provided , record voice memo against job id , record job finish",normal,,[0 0 0 0 0]
"record travel times , record hours worked , detail service provided , record job finish",normal,,[0 0 0 0]
"record travel times , record materials used , record hours worked , detail service provided , record voice memo against job id , record job finish",normal,,[0 0 0 0 0 0]
"record travel times , record materials used , record hours worked , detail service provided , provide additional notes , record voice memo against job id , record job finish",normal,,[0 0 0 0 0 0 0]
"incident identification , check warranty and user license , incident logging , incident categorization , incident prioritization",normal,,[0 0 0 0 0]
"incident identification , check warranty and user license , extend apple care or check online faq tutorials , check warranty and user license , incident logging , incident categorization , incident prioritization , investigation and diagnosis , resolution and recovery , incident closure",normal,,[0 0 0 0 0 0 0 0 0 0]
"incident identification , check warranty and user license , incident logging , incident categorization , incident prioritization , investigation and diagnosis , resolution and recovery , investigation and diagnosis , resolution and recovery , incident closure",normal,,[0 0 0 0 0 0 0 0 0 0]
"incident identification , check warranty and user license , incident logging , incident categorization , incident prioritization , investigation and diagnosis , resolution and recovery , incident closure",normal,,[0 0 0 0 0 0 0 0]
"incident identification , check warranty and user license , extend apple care or check online faq tutorials , check warranty and user license , incident logging , incident categorization , incident prioritization",normal,,[0 0 0 0 0 0 0]
"incident identification , check warranty and user license , extend apple care or check online faq tutorials , check warranty and user license , incident logging , incident categorization , incident prioritization , investigation and diagnosis , resolution and recovery , investigation and diagnosis , resolution and recovery , incident closure",normal,,[0 0 0 0 0 0 0 0 0 0 0 0]
"sba collects victims requests , sba mails applications to victims , advising applicants receiving applications in temporary centers , applications send to regional office , data entered into alcs creating paper file , creating internal sba and dun bradstreet business reports , reports stuffed into the file , physical file send to loss vertification department , file send to property inspector , property inspector inspects property makes pictures , send to loan inspector who makes final decision",normal,,[0 0 0 0 0 0 0 0 0 0 0]
"fetching all the costumes , checking if everything is allright , getting the costumes organized , preparing corresponding support clothing for actor",normal,,[0 0 0 0]
"check medial assessment requirements , arrange medical assessment",normal,,[0 0]
"check medial assessment requirements , arrange medical assessment , contact next in line candidate",normal,,[0 0 0]
"welcome to unitn network , check authorization , access revoked",normal,,[0 0 0]
"welcome to unitn network , check authorization , access granted",normal,,[0 0 0]
"generate rfq , analyze sales quote",normal,,[0 0]
"analyze order , check stock , Make Products , ship products , send bill , receive payment",normal,,[0 0 0 0 0 0]
"analyze order , check stock , ship products , send bill , receive payment",normal,,[0 0 0 0 0]
"inspection supervisor picks up work cards , assigns work cards to inspectors , inspectors conduct the inspection , external inspection , internal inspection , inspectors sing off",normal,,[0 0 0 0 0 0]
"inspection supervisor picks up work cards , assigns work cards to inspectors , inspectors conduct the inspection , internal inspection , external inspection , inspectors sing off",normal,,[0 0 0 0 0 0]
"inspection supervisor picks up work cards , assigns work cards to inspectors , inspectors conduct the inspection , internal inspection , external inspection , writes up non routine work cards , maintenance crew lead picks up the non routine work cards , assigns work cards to maintenace crew , aircraft maintenance technician amt prepares the work area , Procurement , amt intiates work , amt finishes assignment , amt notifies inspectors , inspectors conduct the inspection , internal inspection , external inspection , inspectors sing off",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"inspection supervisor picks up work cards , assigns work cards to inspectors , inspectors conduct the inspection , external inspection , internal inspection , writes up non routine work cards , maintenance crew lead picks up the non routine work cards , assigns work cards to maintenace crew , aircraft maintenance technician amt prepares the work area , warehouse , amt intiates work , amt finishes assignment , amt notifies inspectors , inspectors conduct the inspection , internal inspection , external inspection , inspectors sing off",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"inspection supervisor picks up work cards , assigns work cards to inspectors , inspectors conduct the inspection , external inspection , internal inspection , writes up non routine work cards , maintenance crew lead picks up the non routine work cards , assigns work cards to maintenace crew , aircraft maintenance technician amt prepares the work area , warehouse , amt intiates work , amt finishes assignment , amt notifies inspectors , inspectors conduct the inspection , external inspection , internal inspection , inspectors sing off",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"inspection supervisor picks up work cards , assigns work cards to inspectors , inspectors conduct the inspection , internal inspection , external inspection , writes up non routine work cards , maintenance crew lead picks up the non routine work cards , assigns work cards to maintenace crew , aircraft maintenance technician amt prepares the work area , warehouse , amt intiates work , amt finishes assignment , amt notifies inspectors , inspectors conduct the inspection , internal inspection , external inspection , inspectors sing off",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"inspection supervisor picks up work cards , assigns work cards to inspectors , inspectors conduct the inspection , internal inspection , external inspection , writes up non routine work cards , maintenance crew lead picks up the non routine work cards , assigns work cards to maintenace crew , aircraft maintenance technician amt prepares the work area , warehouse , amt intiates work , amt finishes assignment , amt notifies inspectors , inspectors conduct the inspection , external inspection , internal inspection , inspectors sing off",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"inspection supervisor picks up work cards , assigns work cards to inspectors , inspectors conduct the inspection , external inspection , internal inspection , writes up non routine work cards , maintenance crew lead picks up the non routine work cards , assigns work cards to maintenace crew , aircraft maintenance technician amt prepares the work area , Procurement , amt intiates work , amt finishes assignment , amt notifies inspectors , inspectors conduct the inspection , internal inspection , external inspection , inspectors sing off",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"inspection supervisor picks up work cards , assigns work cards to inspectors , inspectors conduct the inspection , external inspection , internal inspection , writes up non routine work cards , maintenance crew lead picks up the non routine work cards , assigns work cards to maintenace crew , aircraft maintenance technician amt prepares the work area , Procurement , amt intiates work , amt finishes assignment , amt notifies inspectors , inspectors conduct the inspection , external inspection , internal inspection , inspectors sing off",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"inspection supervisor picks up work cards , assigns work cards to inspectors , inspectors conduct the inspection , internal inspection , external inspection , writes up non routine work cards , maintenance crew lead picks up the non routine work cards , assigns work cards to maintenace crew , aircraft maintenance technician amt prepares the work area , Procurement , amt intiates work , amt finishes assignment , amt notifies inspectors , inspectors conduct the inspection , external inspection , internal inspection , inspectors sing off",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"selection procedure , take on employee , grant benefits for employee and his her family , organize get together , employee refuses participation in get together , employee decides to leave the company , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , organize get together , employee refuses participation in get together , grant benefits for employee and his her family , employee decides to leave the company , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , grant benefits for employee and his her family , organize get together , employee refuses participation in get together , grand year salary benefits , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , grant benefits for employee and his her family , organize get together , employee participates in get together , grand year salary benefits , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , organize get together , grant benefits for employee and his her family , employee refuses participation in get together , employee decides to leave the company , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , organize get together , grant benefits for employee and his her family , employee participates in get together , grand year salary benefits , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , organize get together , grant benefits for employee and his her family , employee refuses participation in get together , grand year salary benefits , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , organize get together , employee participates in get together , grant benefits for employee and his her family , employee decides to leave the company , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , organize get together , employee refuses participation in get together , grant benefits for employee and his her family , grand year salary benefits , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , organize get together , employee participates in get together , grant benefits for employee and his her family , grand year salary benefits , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , organize get together , grant benefits for employee and his her family , employee participates in get together , employee decides to leave the company , employees motivation review",normal,,[0 0 0 0 0 0 0]
"selection procedure , take on employee , grant benefits for employee and his her family , organize get together , employee participates in get together , employee decides to leave the company , employees motivation review",normal,,[0 0 0 0 0 0 0]
"Fill in required documents , lodge tenure at service centre , reapply for tenure , Fill in required documents , lodge tenure at service centre , tenure application result",normal,,[0 0 0 0 0 0]
"enter application into tas application management module , generate application file , send documents to regional office , file document , Application investigation process , schedule tenure application publication through government gazette , determine stakeholders , process application , schedule site inspection , compilation of all application information , make decision to grant tenure , reject application , update tas , terminate application , notify agency citizen",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"enter application into tas application management module , generate application file , send documents to regional office , file document , Application investigation process , investigation stops",normal,,[0 0 0 0 0 0]
"enter application into tas application management module , generate application file , send documents to regional office , file document , Application investigation process , schedule tenure application publication through government gazette , determine stakeholders , seek stakeholder view through official notification , process application , schedule site inspection , compilation of all application information , make decision to grant tenure , suspend processing , notify agency citizen",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Fill in required documents , lodge tenure at service centre , tenure application result",normal,,[0 0 0]
"Fill in required documents , lodge tenure at service centre , reapply for tenure , Fill in required documents , lodge tenure at service centre , provide further information , tenure application result",normal,,[0 0 0 0 0 0 0]
"Fill in required documents , lodge tenure at service centre , provide further information , tenure application result",normal,,[0 0 0 0]
"enter application into tas application management module , generate application file , send documents to regional office , file document , Application investigation process , schedule tenure application publication through government gazette , determine stakeholders , process application , schedule site inspection , compilation of all application information , make decision to grant tenure , prepare to make offer , effect offer aproval , notify agency citizen",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"enter application into tas application management module , generate application file , send documents to regional office , file document , Application investigation process , schedule tenure application publication through government gazette , determine stakeholders , seek stakeholder view through official notification , process application , schedule site inspection , compilation of all application information , make decision to grant tenure , prepare to make offer , effect offer aproval , notify agency citizen",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"enter application into tas application management module , generate application file , send documents to regional office , file document , Application investigation process , schedule tenure application publication through government gazette , determine stakeholders , process application , schedule site inspection , compilation of all application information , make decision to grant tenure , suspend processing , notify agency citizen",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"enter application into tas application management module , generate application file , send documents to regional office , file document , Application investigation process , schedule tenure application publication through government gazette , determine stakeholders , seek stakeholder view through official notification , process application , schedule site inspection , compilation of all application information , make decision to grant tenure , reject application , update tas , terminate application , notify agency citizen",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"create and provide information of all the details covering contact information and how to reach company products and services , add the provided information to the community",normal,,[0 0]
"record requester details , trace order , check stock",normal,,[0 0 0]
"record requester details , trace order , check stock , update stock , update sales order , arrange for collection",normal,,[0 0 0 0 0 0]
"calculate fees according to candidate list , write invoice , send invoice",normal,,[0 0 0]
"verify rfq , produces an estimate of the labor and materials costs to complete the job",normal,,[0 0]
"choose te members of evaluate commission , choose te members of evaluate commission",normal,,[0 0]
"organize all documentationfor the exam , store the data",normal,,[0 0]
"Discuss with advisor about the decision , Executive commission check the request , fill the correct form",normal,,[0 0 0]
"Discuss with advisor about the decision , Executive commission check the request , fill the correct form , send the thesis to the exam commission , pass the exam and upload thesis ond the website",normal,,[0 0 0 0 0]
"prepare the material for the lessons , make the course , evaluate student exam",normal,,[0 0 0]
"attend to the material of the lessons , attend to the mark",normal,,[0 0]
"check store inventory , check item seasonality , set item for sale at discount",normal,,[0 0 0]
"check store inventory , check item seasonality , submit order to procurement department",normal,,[0 0 0]
"Incident analysis , message to it manager",normal,,[0 0]
"Incident analysis , request fulfilment process durchf hren",normal,,[0 0]
"Incident analysis , incident priorization , initial diagnosis , kunde informieren , investigation and diagnosis , resolution and recovery , incident clousure",normal,,[0 0 0 0 0 0 0]
"Incident analysis , incident priorization , initial diagnosis , incident escalation , kunde informieren , investigation and diagnosis , resolution and recovery , incident clousure",normal,,[0 0 0 0 0 0 0 0]
"Incident analysis , incident priorization , it experte finden eine sung , kunde informieren , investigation and diagnosis , resolution and recovery , incident clousure",normal,,[0 0 0 0 0 0 0]
"Incident analysis , incident priorization , modell ausf hren , kunde informieren , investigation and diagnosis , resolution and recovery , incident clousure",normal,,[0 0 0 0 0 0 0]
"send main document , send supplementary",normal,,[0 0]
"send main document , send the main document",normal,,[0 0]
"send main document , send supplement",normal,,[0 0]
"ChoreographySubprocessCollapsed (H) , ChoreographySubprocessCollapsed (I) , ChoreographySubprocessCollapsed (J) , ChoreographySubprocessCollapsed (M) , ChoreographyTask (F) , ChoreographyTask (G)",normal,,[0 0 0 0 0 0]
"complete request for vendor master record form , staple to invoice , place in sap master record creation outbox , create vendor master record in sap",normal,,[0 0 0 0]
"manual treatment , shipment",normal,,[0 0]
"informational meeting customer webdesignteam half day , work on storyboard customer webdesignerteam full day , site design webdesignerteam days , prepare content , site development webdesignerteam days , build site days , review day , approval day",normal,,[0 0 0 0 0 0 0 0]
"informational meeting customer webdesignteam half day , work on storyboard customer webdesignerteam full day , prepare content , site design webdesignerteam days , site development webdesignerteam days , build site days , review day , approval day",normal,,[0 0 0 0 0 0 0 0]
"informational meeting customer webdesignteam half day , work on storyboard customer webdesignerteam full day , site design webdesignerteam days , site development webdesignerteam days , prepare content , build site days , review day , approval day , build site days , review day , approval day",normal,,[0 0 0 0 0 0 0 0 0 0 0]
"informational meeting customer webdesignteam half day , work on storyboard customer webdesignerteam full day , site design webdesignerteam days , site development webdesignerteam days , prepare content , build site days , review day , approval day",normal,,[0 0 0 0 0 0 0 0]
"informational meeting customer webdesignteam half day , work on storyboard customer webdesignerteam full day , prepare content , site design webdesignerteam days , site development webdesignerteam days , build site days , review day , approval day , build site days , review day , approval day",normal,,[0 0 0 0 0 0 0 0 0 0 0]
"informational meeting customer webdesignteam half day , work on storyboard customer webdesignerteam full day , site design webdesignerteam days , prepare content , site development webdesignerteam days , build site days , review day , approval day , build site days , review day , approval day",normal,,[0 0 0 0 0 0 0 0 0 0 0]
"submit application for confirmation , place application into waiting for approvement , check the application for illegal operation , place application to approved applications , sign the application , publish",normal,,[0 0 0 0 0 0]
"submit application for confirmation , place application into waiting for approvement , check the application for illegal operation , create report , send report to developer",normal,,[0 0 0 0 0]
"notify employee , check expense report , register amount rectification",normal,,[0 0 0]
"notify employee , check expense report , register amount rectification , register amount rectification",normal,,[0 0 0 0]
"notify employee , check expense report , create account , register amount rectification , register amount rectification",normal,,[0 0 0 0 0]
"notify employee , check expense report , create account , register amount rectification",normal,,[0 0 0 0]
"evaluate credit score , calculate income to payment ratio , determine special consideration , calculate credit risk , evaluate credit risk",normal,,[0 0 0 0 0]
"calculate income to payment ratio , evaluate credit score , determine special consideration , calculate credit risk , evaluate credit risk",normal,,[0 0 0 0 0]
"determine special consideration , evaluate credit score , calculate income to payment ratio , calculate credit risk , evaluate credit risk",normal,,[0 0 0 0 0]
"determine special consideration , calculate income to payment ratio , evaluate credit score , calculate credit risk , evaluate credit risk",normal,,[0 0 0 0 0]
"calculate income to payment ratio , determine special consideration , evaluate credit score , calculate credit risk , evaluate credit risk",normal,,[0 0 0 0 0]
"evaluate credit score , determine special consideration , calculate income to payment ratio , calculate credit risk , evaluate credit risk",normal,,[0 0 0 0 0]
"create rfq , review sales quote",normal,,[0 0]
"verify sales quote , review pricing options and generate sales quote",normal,,[0 0]
"prepare acceptance pack , send acceptance pack , receive signed documents , verify repayment agreement , approve application , notify application status",normal,,[0 0 0 0 0 0]
"prepare acceptance pack , send acceptance pack , receive signed documents , verify repayment agreement , cancel application , notify application status",normal,,[0 0 0 0 0 0]
"open mail , categorise mail",normal,,[0 0]
"sort invoices enter details on stapled entry forms , incompleted invoices",normal,,[0 0]
"sort invoices enter details on stapled entry forms , completed invoices , check sl as enter data , compliant",normal,,[0 0 0 0]
"sort invoices enter details on stapled entry forms , completed invoices , check sl as enter data , non compliant",normal,,[0 0 0 0]
"handshaking with ds , encrypting the query , signing the query , sending the query",normal,,[0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , Advanced search option , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter alternative address details , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , sign in to your account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , create account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , create account , enter alternative address details , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , sign in to your account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , create account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter alternative address details , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter alternative address details , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , sign in to your account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , sign in to your account , enter alternative address details , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , sign in to your account , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , create account , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter alternative address details , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , sign in to your account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , Advanced search option , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , create account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , create account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , Simple Search optiion , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , sign in to your account , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Simple Search optiion , click search , view list of books , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , create account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , create account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , create account , enter alternative address details , enter payment details",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"browse to amazon com , Advanced search option , click search , view list of books , click used link of book , view list of sellers , select seller who will ship internationally , click add to cart , proceed to checkout , review items in cart , modify quantity , sign in to your account , enter alternative address details , enter payment details , place order , receive order number",normal,,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
